Product ID,Product Name,Category,Sub-Category,Sales Region,Sale Date,Quantity Sold,Unit Price (INR),Total Revenue (INR),Discount (%),Sales Channel,Customer Type,Season
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,09-09-2024,385,267.73,91892.3,10.85,E-commerce,Farmer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,West,19-10-2024,414,367.71,132761.47,12.79,Direct Sales,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,11-09-2024,432,449.93,169645.93,12.72,Retail,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,West,08-12-2024,4,260.13,958.42,7.89,Wholesale,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,East,15-11-2024,366,299.22,88575.34,19.12,E-commerce,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,27-11-2024,245,206.07,42328.43,16.16,Wholesale,Distributor,Zaid
P007,Cotton Seeds,Fibers,Cotton,Central,10-09-2024,130,333.38,41549.48,4.13,Direct Sales,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,07-09-2024,16,345.1,4773.42,13.55,Direct Sales,Farmer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,06-11-2024,89,427.16,37104.83,2.4,Wholesale,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,30-11-2024,364,235.93,78338.39,8.78,E-commerce,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,South,25-11-2024,344,52.93,14611.86,19.75,Direct Sales,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,East,29-10-2024,176,175.76,29857.27,3.48,Retail,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,West,11-12-2024,312,289.34,79170.37,12.3,Wholesale,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,Central,28-12-2024,447,484.44,184452.76,14.82,Retail,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,South,30-09-2024,57,262.35,14717.68,1.58,Direct Sales,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,Central,22-09-2024,135,372.51,43117.66,14.26,Wholesale,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,East,11-09-2024,449,451.82,166858.26,17.75,Direct Sales,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,19-12-2024,298,227.43,61776.13,8.85,Wholesale,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,East,28-12-2024,217,380.16,73610.04,10.77,E-commerce,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,West,29-11-2024,485,447.6,208098.64,4.14,Retail,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,South,20-12-2024,26,91.6,2071.28,13.03,Direct Sales,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,West,30-11-2024,380,378.76,117316.36,18.49,Retail,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,South,06-09-2024,380,211.88,67664.3,15.96,Wholesale,Retailer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,Central,23-09-2024,361,201.98,72564.79,0.48,Wholesale,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,North,04-11-2024,356,431.66,128576.49,16.33,Direct Sales,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,East,17-11-2024,344,411.75,136769.52,3.44,Retail,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,Central,11-11-2024,243,311.42,71573.47,5.42,E-commerce,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,South,02-09-2024,213,244.12,44858.3,13.73,E-commerce,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,West,27-09-2024,124,91.68,10885.17,4.25,Wholesale,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,South,16-10-2024,124,134.38,13563.78,18.6,E-commerce,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,East,19-09-2024,304,120.9,31887.42,13.24,Wholesale,Farmer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,South,26-11-2024,172,395.91,67129.55,1.42,Direct Sales,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,North,06-10-2024,156,339.79,45029.65,15.05,Retail,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,West,11-11-2024,265,185.38,45799.89,6.77,Retail,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,North,01-09-2024,177,203.4,32423.22,9.94,E-commerce,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,24-10-2024,22,160.33,3311.74,6.11,E-commerce,Farmer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,West,11-10-2024,32,349.4,11108.12,0.65,Wholesale,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,South,20-12-2024,130,229.81,29555.63,1.07,Direct Sales,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,East,19-11-2024,169,306.79,51360.14,0.94,Direct Sales,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,South,16-10-2024,486,59.84,25569.11,12.08,E-commerce,Retailer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,West,21-11-2024,121,95.98,9571.91,17.58,E-commerce,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,South,06-09-2024,273,99.66,22796.9,16.21,Direct Sales,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,East,13-09-2024,250,373.75,92017.25,1.52,Wholesale,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,East,23-11-2024,266,494.97,124920.92,5.12,Retail,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,North,05-11-2024,434,125.24,47206.59,13.15,Retail,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,11-11-2024,430,161.42,67161.7,3.24,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,East,28-12-2024,208,184.24,31090.57,18.87,Retail,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,East,30-10-2024,33,419.72,12395.05,10.51,E-commerce,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,Central,15-09-2024,205,314.5,60436.52,6.26,Wholesale,Distributor,Kharif
P008,Soybean Seeds,Pulses,Soybean,West,12-10-2024,419,345.85,133752.99,7.7,Direct Sales,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,North,24-10-2024,260,92.74,19675.72,18.4,Direct Sales,Distributor,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,West,09-09-2024,287,423.22,106086.78,12.66,Wholesale,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,East,22-11-2024,371,174.45,56100.12,13.32,Direct Sales,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,West,19-12-2024,103,313.31,26155.59,18.95,Direct Sales,Retailer,Kharif
P008,Soybean Seeds,Pulses,Soybean,Central,02-10-2024,308,303.05,83538.76,10.5,Direct Sales,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,North,01-10-2024,8,372.85,2968.78,0.47,Retail,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,North,28-11-2024,481,113.16,50364.04,7.47,E-commerce,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,21-12-2024,331,119.46,35251.03,10.85,Direct Sales,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,West,11-10-2024,27,455.74,10738.56,12.73,Retail,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,South,18-12-2024,257,88.59,18407.63,19.15,Retail,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,11-09-2024,111,402.04,38851.78,12.94,Direct Sales,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,26-09-2024,62,64.79,3726.15,7.24,E-commerce,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,25-10-2024,249,146.78,31902.94,12.71,Direct Sales,Retailer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,North,28-10-2024,282,89.96,22697.39,10.53,Direct Sales,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,West,05-10-2024,385,303.75,113879.82,2.62,Direct Sales,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,04-12-2024,230,497.97,94134.75,17.81,Direct Sales,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,East,26-12-2024,78,332.55,25119.23,3.16,E-commerce,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,Central,26-12-2024,208,444.11,87802.32,4.95,Retail,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,West,14-11-2024,222,363.48,69161.59,14.29,Wholesale,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,North,09-11-2024,161,96.07,14052.01,9.15,Wholesale,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,North,25-12-2024,104,86.85,8176.13,9.48,Wholesale,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,West,11-09-2024,65,352.2,22709.86,0.8,E-commerce,Farmer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,South,11-09-2024,446,394.42,161908.78,7.96,Wholesale,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,West,21-09-2024,318,482.76,138872.09,9.54,Retail,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,North,10-09-2024,439,123.13,46275.69,14.39,E-commerce,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,Central,13-12-2024,126,388.35,42380.09,13.39,E-commerce,Distributor,Zaid
P005,Tomato Seeds,Vegetables,Tomato,South,22-09-2024,388,351.74,121380.97,11.06,Retail,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,30-09-2024,417,319.86,128459.84,3.69,Wholesale,Retailer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,09-11-2024,30,446.07,13097.06,2.13,Wholesale,Retailer,Zaid
P007,Cotton Seeds,Fibers,Cotton,South,09-09-2024,174,134.7,20435.42,12.81,Retail,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,30-11-2024,51,400.52,17852.78,12.6,Direct Sales,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,Central,14-12-2024,302,315.32,83837.53,11.96,Retail,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,South,26-09-2024,405,217.33,76118.53,13.52,Wholesale,Retailer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,South,04-12-2024,289,205.81,48612.26,18.27,E-commerce,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,East,12-11-2024,123,498.53,59780.08,2.51,E-commerce,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,East,18-12-2024,413,400.69,135168.12,18.32,E-commerce,Farmer,Kharif
P009,Chilli Seeds,Spices,Chilli,South,22-09-2024,271,288.42,72026.12,7.85,Wholesale,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,North,01-11-2024,155,292,40634.43,10.22,Retail,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,East,20-10-2024,26,129.29,2722.85,19,E-commerce,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,03-11-2024,265,319.83,70846.66,16.41,Retail,Farmer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,North,30-10-2024,33,144.11,3984.27,16.22,E-commerce,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,West,19-11-2024,41,204,7583.64,9.33,E-commerce,Retailer,Zaid
P007,Cotton Seeds,Fibers,Cotton,East,05-09-2024,241,261.2,61967.19,1.56,Direct Sales,Distributor,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,Central,30-10-2024,349,170.86,55348.7,7.18,Direct Sales,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,North,14-10-2024,381,294.45,94000.19,16.21,Direct Sales,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,07-11-2024,397,319.42,102272.06,19.35,E-commerce,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,North,12-10-2024,122,130.62,13252.08,16.84,Retail,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,South,02-09-2024,461,346.86,129121.24,19.25,Retail,Distributor,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,West,02-11-2024,196,319.16,50957.6,18.54,E-commerce,Farmer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,North,25-09-2024,179,451.34,79553.78,1.53,Direct Sales,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,West,09-11-2024,169,117.8,18610.19,6.52,E-commerce,Retailer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,West,04-09-2024,403,176.1,70074.1,1.26,Retail,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,14-10-2024,160,444.69,60990.12,14.28,E-commerce,Retailer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,22-10-2024,282,219.81,59011.07,4.8,Retail,Retailer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,North,03-09-2024,38,380.33,12043.3,16.67,Direct Sales,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,Central,01-10-2024,335,62.58,20601.62,1.73,Wholesale,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,Central,18-12-2024,263,199.62,50473.56,3.86,Direct Sales,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,27-12-2024,310,341.21,104368.29,1.33,Wholesale,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,South,08-12-2024,284,426.33,116113.53,4.1,Retail,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,South,30-11-2024,377,348.97,119786.92,8.95,Retail,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,South,30-10-2024,95,314.18,27360.84,8.33,Wholesale,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,Central,03-09-2024,288,318.19,79789.83,12.93,E-commerce,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,08-10-2024,225,393.54,78053.74,11.85,Wholesale,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,Central,09-12-2024,134,262.12,33213.33,5.44,Direct Sales,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,30-11-2024,406,158.86,59511.53,7.73,E-commerce,Retailer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,South,01-11-2024,403,206.19,74635.54,10.18,Direct Sales,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,West,18-11-2024,135,463.25,50856.51,18.68,E-commerce,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,East,15-10-2024,239,107.18,23907.43,6.67,Direct Sales,Farmer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,South,11-11-2024,251,116.16,27739.17,4.86,Wholesale,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,29-09-2024,261,138.91,29928.92,17.45,Wholesale,Farmer,Kharif
P009,Chilli Seeds,Spices,Chilli,West,16-09-2024,309,51.98,15811.26,1.56,Retail,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,South,12-09-2024,41,87.75,2889.35,19.69,Wholesale,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,South,02-12-2024,345,358.77,107053.56,13.51,E-commerce,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,East,01-10-2024,359,116.45,39890.86,4.58,Retail,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,04-12-2024,380,193.19,72979.07,0.59,Wholesale,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,30-09-2024,47,231.57,10129.54,6.93,Retail,Farmer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,East,22-12-2024,273,121.75,26999.02,18.77,Wholesale,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,13-09-2024,423,250.03,98306.42,7.05,Retail,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,Central,31-10-2024,133,365.3,46733.82,3.81,E-commerce,Retailer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,North,11-09-2024,276,420.4,108511.63,6.48,Retail,Distributor,Zaid
P010,Wheat Seeds,Cereals,Wheat,West,13-10-2024,418,109.43,38162.33,16.57,Direct Sales,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,08-11-2024,28,189.55,4784.09,9.86,Wholesale,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,22-11-2024,195,456.46,85520.52,3.92,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,West,09-10-2024,458,392.6,145682.71,18.98,Direct Sales,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,West,27-11-2024,481,254.47,102253.02,16.46,Retail,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,West,03-12-2024,377,433.45,133816.98,18.11,Direct Sales,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,06-12-2024,69,62.5,3871.33,10.23,Retail,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,East,27-12-2024,58,236.8,10993.01,19.96,Retail,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,West,15-09-2024,283,210.47,56906.5,4.46,E-commerce,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,04-09-2024,477,191.17,77728.73,14.76,E-commerce,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,South,14-10-2024,360,405.44,145301.59,0.45,Wholesale,Retailer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,North,24-11-2024,259,317.03,73809.37,10.11,E-commerce,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,North,18-12-2024,57,415.8,23250.29,1.9,Direct Sales,Farmer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,11-09-2024,95,182.78,16877.91,2.8,Retail,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,South,27-11-2024,384,117.07,37294.57,17.04,Wholesale,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,North,03-09-2024,86,292.87,24564.71,2.47,Retail,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,North,14-11-2024,41,52.4,2083.52,3.02,Retail,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,14-09-2024,279,481.71,116105.65,13.61,Retail,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,06-11-2024,262,418.9,96976.69,11.64,Retail,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,West,21-09-2024,211,234.15,44267.46,10.4,Direct Sales,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,02-12-2024,119,219.75,25253.3,3.43,Direct Sales,Farmer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,25-11-2024,78,375.84,23581.4,19.56,E-commerce,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,South,19-11-2024,180,122.32,20064.64,8.87,Retail,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,Central,02-11-2024,293,126.96,30402.97,18.27,Wholesale,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,06-11-2024,259,50.14,12608.36,2.91,E-commerce,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,21-10-2024,184,453.34,72812.57,12.71,Direct Sales,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,Central,05-12-2024,370,341.89,117441.95,7.16,Wholesale,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,South,10-10-2024,103,279.59,27939.6,2.98,Wholesale,Distributor,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,East,28-10-2024,102,170.09,15074.7,13.11,E-commerce,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,East,09-11-2024,16,323.82,4563.53,11.92,E-commerce,Distributor,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,South,07-11-2024,70,242.57,14626.49,13.86,Direct Sales,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,West,05-10-2024,492,158.01,75292.08,3.15,Wholesale,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,West,06-09-2024,62,125.11,7716.48,0.52,Retail,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,Central,06-11-2024,111,50.67,4507.93,19.85,Wholesale,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,North,05-12-2024,52,173.43,8683.78,3.71,Wholesale,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,North,21-10-2024,175,230.98,38990.58,3.54,Wholesale,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,26-12-2024,267,322.25,76645.1,10.92,Direct Sales,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,North,21-09-2024,113,255.08,28380.15,1.54,E-commerce,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,West,30-11-2024,320,230.38,60495.94,17.94,Direct Sales,Distributor,Zaid
P005,Tomato Seeds,Vegetables,Tomato,South,05-12-2024,324,329.78,85703.36,19.79,Retail,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,07-10-2024,199,82.28,16154.31,1.34,E-commerce,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,24-10-2024,460,158.37,71101.8,2.4,Direct Sales,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,West,09-09-2024,65,185.31,9945.68,17.43,Retail,Distributor,Zaid
P009,Chilli Seeds,Spices,Chilli,Central,03-12-2024,373,457.08,141234.61,17.16,Retail,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,14-11-2024,468,452.36,196906.34,6.99,Wholesale,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,South,21-10-2024,120,491.91,48805.34,17.32,E-commerce,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,South,28-12-2024,398,280.15,95733.64,14.14,Direct Sales,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,South,08-12-2024,413,207.21,81119.13,5.21,Wholesale,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,South,30-12-2024,184,402.53,61007.77,17.63,E-commerce,Distributor,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,South,21-11-2024,276,228.37,50928.34,19.2,Retail,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,East,22-12-2024,193,298.3,53150.38,7.68,Wholesale,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,North,22-10-2024,338,316.37,90476.06,15.39,Wholesale,Distributor,Zaid
P005,Tomato Seeds,Vegetables,Tomato,South,08-12-2024,250,397.94,95435.96,4.07,E-commerce,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,West,03-10-2024,386,429.42,152611.66,7.93,Wholesale,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,North,18-10-2024,117,480.59,55756.71,0.84,Wholesale,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,03-10-2024,196,51.83,9951.44,2.04,Wholesale,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,South,02-09-2024,166,341,51664.3,8.73,E-commerce,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,East,25-09-2024,177,138.96,23098.03,6.09,Retail,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,North,09-09-2024,27,99.47,2422.22,9.81,Wholesale,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,North,13-12-2024,443,105.7,39150.47,16.39,E-commerce,Distributor,Kharif
P008,Soybean Seeds,Pulses,Soybean,West,10-11-2024,168,53.71,8734.54,3.2,Retail,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,West,20-12-2024,483,421.93,203017.78,0.38,Wholesale,Farmer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,North,27-11-2024,189,415.94,63015.91,19.84,E-commerce,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,30-10-2024,352,51.17,15650.49,13.11,E-commerce,Retailer,Rabi
P009,Chilli Seeds,Spices,Chilli,South,29-12-2024,224,365.46,79693.67,2.65,Retail,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,Central,06-11-2024,44,152.35,6419.85,4.23,E-commerce,Farmer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,25-11-2024,83,382.97,28900.29,9.08,E-commerce,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,North,04-12-2024,497,195.65,96051.75,1.22,Wholesale,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,North,26-10-2024,182,129.42,20680.8,12.2,Retail,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,29-11-2024,162,462.42,65330.79,12.79,Wholesale,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,08-12-2024,430,121.06,41842.45,19.62,Wholesale,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,West,23-09-2024,152,219.81,30156.88,9.74,Retail,Farmer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,West,07-11-2024,73,364.57,25298.9,4.94,Direct Sales,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,27-12-2024,197,481.66,86612.87,8.72,E-commerce,Farmer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,09-09-2024,277,320.83,72428.98,18.5,Wholesale,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,South,16-12-2024,69,163.36,10666.54,5.37,Wholesale,Distributor,Kharif
P008,Soybean Seeds,Pulses,Soybean,North,06-09-2024,356,367.32,128098.3,2.04,Retail,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,West,05-09-2024,101,168.26,14368.65,15.45,Retail,Farmer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,03-12-2024,102,329.84,32308.03,3.97,Retail,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,08-10-2024,200,122.94,22797.99,7.28,E-commerce,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,West,30-11-2024,381,491.46,186628.35,0.33,E-commerce,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,03-09-2024,326,177.48,48172.97,16.74,Wholesale,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,North,22-12-2024,421,257.36,103267.01,4.69,Direct Sales,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,East,20-12-2024,251,417.13,92303.19,11.84,Retail,Farmer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,09-10-2024,393,452.32,177086.27,0.38,Retail,Distributor,Rabi
P010,Wheat Seeds,Cereals,Wheat,Central,09-11-2024,212,344.23,61490.22,15.74,E-commerce,Retailer,Kharif
P008,Soybean Seeds,Pulses,Soybean,South,10-10-2024,222,165.43,30390.32,17.25,Direct Sales,Retailer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,South,24-09-2024,236,438.98,92534.88,10.68,Retail,Distributor,Zaid
